RELATION: clueweb12-0000tw-00-00109	http://en.wikipedia.org/wiki/Tom_Dart	http://en.wikipedia.org/wiki/Horatio_Nelson,_1st_Viscount_Nelson	including thee name of
RELATION: clueweb12-0000tw-00-00027	http://en.wikipedia.org/wiki/D.C._United	http://en.wikipedia.org/wiki/D.C._United	coat extremely lock to
RELATION: clueweb12-0000tw-00-01340	http://en.wikipedia.org/wiki/AnnaLynne_McCord	http://en.wikipedia.org/wiki/LeAnn_Rimes	said it
RELATION: clueweb12-0000tw-00-00074	http://en.wikipedia.org/wiki/Warcraft_III:_Reign_of_Chaos	http://en.wikipedia.org/wiki/Warcraft_III:_Reign_of_Chaos	comprised of
RELATION: clueweb12-0000tw-00-01273	http://en.wikipedia.org/wiki/Miley_Cyrus	http://en.wikipedia.org/wiki/The_Walt_Disney_Company	planning on
RELATION: clueweb12-0000tw-00-00932	http://en.wikipedia.org/wiki/Adobe_Flash	http://en.wikipedia.org/wiki/Adobe_Flash	hang in
RELATION: clueweb12-0000tw-00-01167	http://en.wikipedia.org/wiki/Adirondack_Mountains	http://en.wikipedia.org/wiki/United_States	includes zinc
RELATION: clueweb12-0000tw-00-00222	http://en.wikipedia.org/wiki/Equifax	http://en.wikipedia.org/wiki/Equifax	regarding an
RELATION: clueweb12-0000tw-00-01331	http://en.wikipedia.org/wiki/Selma_Blair	http://en.wikipedia.org/wiki/Versace	wore
RELATION: clueweb12-0000tw-00-00109	http://en.wikipedia.org/wiki/Love_dart	http://en.wikipedia.org/wiki/John_Wayne_Gacy	working to
RELATION: clueweb12-0000tw-00-00056	http://en.wikipedia.org/wiki/Bertie_Ahern	http://en.wikipedia.org/wiki/Spencer_family	blames
RELATION: clueweb12-0000tw-00-00952	http://en.wikipedia.org/wiki/United_States	http://en.wikipedia.org/wiki/Super_Bowl	arrives at
RELATION: clueweb12-0000tw-00-00186	http://en.wikipedia.org/wiki/Google	http://en.wikipedia.org/wiki/The_Androids	get its act together
RELATION: clueweb12-0000tw-00-00074	http://en.wikipedia.org/wiki/World_of_Warcraft	http://en.wikipedia.org/wiki/Minecraft	recreated in
RELATION: clueweb12-0000tw-00-00861	http://en.wikipedia.org/wiki/1994	http://en.wikipedia.org/wiki/The_Incredible_Hulk_(1996_TV_series)	sound like
RELATION: clueweb12-0000tw-00-00833	http://en.wikipedia.org/wiki/Germans	http://en.wikipedia.org/wiki/Pearl_Harbor	bombed
RELATION: clueweb12-0000tw-00-01188	http://en.wikipedia.org/wiki/Bermuda	http://en.wikipedia.org/wiki/NBC	recommended by
RELATION: clueweb12-0000tw-00-00859	http://en.wikipedia.org/wiki/Lake_District	http://en.wikipedia.org/wiki/Catholic_Charities_USA	legalized same
RELATION: clueweb12-0000tw-00-00122	http://en.wikipedia.org/wiki/Today_(American_TV_program)	http://en.wikipedia.org/wiki/Indiana	says northwest
RELATION: clueweb12-0000tw-00-00070	http://en.wikipedia.org/wiki/Rift	http://en.wikipedia.org/wiki/China	released in
RELATION: clueweb12-0000tw-00-00956	http://en.wikipedia.org/wiki/John_Hart_(actor)	http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	committed to
RELATION: clueweb12-0000tw-00-01463	http://en.wikipedia.org/wiki/Michelle_Williams_(actress)	http://en.wikipedia.org/wiki/Kelly_(murder_victim)	joined
RELATION: clueweb12-0000tw-00-00093	http://en.wikipedia.org/wiki/Curt_Gowdy	http://en.wikipedia.org/wiki/Holder_da_Silva	repeats call for
RELATION: clueweb12-0000tw-00-00995	http://en.wikipedia.org/wiki/Weber_State_University	http://en.wikipedia.org/wiki/Haim_Hefer	find barbecue equipment
RELATION: clueweb12-0000tw-00-01290	http://en.wikipedia.org/wiki/Donald_Cerrone	http://en.wikipedia.org/wiki/Yves_Edwards	scheduled to
RELATION: clueweb12-0000tw-00-01027	http://en.wikipedia.org/wiki/Cuisinart	http://en.wikipedia.org/wiki/Cuisinart	pierced large
RELATION: clueweb12-0000tw-00-00845	http://en.wikipedia.org/wiki/Los_Angeles	http://en.wikipedia.org/wiki/CBS	’ve previously
RELATION: clueweb12-0000tw-00-01322	http://en.wikipedia.org/wiki/Gerard_Gordeau	http://en.wikipedia.org/wiki/Ultimate_Fighting_Championship	going to
RELATION: clueweb12-0000tw-00-00105	http://en.wikipedia.org/wiki/Mike_McLaughlin	http://en.wikipedia.org/wiki/Harvard_Crimson	watched the
RELATION: clueweb12-0000tw-00-00954	http://en.wikipedia.org/wiki/Ireland	http://en.wikipedia.org/wiki/Colorado_River	charge for
RELATION: clueweb12-0000tw-00-01375	http://en.wikipedia.org/wiki/Nick_Diaz	http://en.wikipedia.org/wiki/UFC_143	following
RELATION: clueweb12-0000tw-00-00894	http://en.wikipedia.org/wiki/Serving_Every_Ohioan_Library_Center	http://en.wikipedia.org/wiki/Google	rely on
RELATION: clueweb12-0000tw-00-01371	http://en.wikipedia.org/wiki/Nick_Diaz	http://en.wikipedia.org/wiki/UFC_143	tests positive for
RELATION: clueweb12-0000tw-00-00178	http://en.wikipedia.org/wiki/Thursday	http://en.wikipedia.org/wiki/Apple_Inc.	charmed us by
RELATION: clueweb12-0000tw-00-01416	http://en.wikipedia.org/wiki/LeAnn_Rimes	http://en.wikipedia.org/wiki/Thursday	went on
RELATION: clueweb12-0000tw-00-00911	http://en.wikipedia.org/wiki/Adobe_Flash	http://en.wikipedia.org/wiki/Adobe_Flash	hang in
RELATION: clueweb12-0000tw-00-00887	http://en.wikipedia.org/wiki/United_Kingdom	http://en.wikipedia.org/wiki/Google_Analytics	collected by
RELATION: clueweb12-0000tw-00-00978	http://en.wikipedia.org/wiki/Edward_VII	http://en.wikipedia.org/wiki/Bella_Thorne	comprising most of
RELATION: clueweb12-0000tw-00-01273	http://en.wikipedia.org/wiki/Oxygen_(TV_channel)	http://en.wikipedia.org/wiki/Chord_Overstreet	joins
RELATION: clueweb12-0000tw-00-01180	http://en.wikipedia.org/wiki/70s	http://en.wikipedia.org/wiki/70s	buy now
RELATION: clueweb12-0000tw-00-01397	http://en.wikipedia.org/wiki/Jenny_(actor)	http://en.wikipedia.org/wiki/Rosie_the_Riveter	went back over to
RELATION: clueweb12-0000tw-00-00117	http://en.wikipedia.org/wiki/Libertyville,_Illinois	http://en.wikipedia.org/wiki/Lake_County,_Illinois	fix them
RELATION: clueweb12-0000tw-00-00845	http://en.wikipedia.org/wiki/Neal_Adams	http://en.wikipedia.org/wiki/Tim_DeKay	answers
RELATION: clueweb12-0000tw-00-00898	http://en.wikipedia.org/wiki/2012_Summer_Olympics	http://en.wikipedia.org/wiki/This_Week_(American_TV_program)	’ve
RELATION: clueweb12-0000tw-00-00891	http://en.wikipedia.org/wiki/Starbucks	http://en.wikipedia.org/wiki/Starbucks	deliver new experiences with
RELATION: clueweb12-0000tw-00-00955	http://en.wikipedia.org/wiki/Ireland	http://en.wikipedia.org/wiki/Ireland	uncover little
RELATION: clueweb12-0000tw-00-00937	http://en.wikipedia.org/wiki/The_Day_(New_London)	http://en.wikipedia.org/wiki/Cairo	died in
RELATION: clueweb12-0000tw-00-00845	http://en.wikipedia.org/wiki/J._C._Caroline	http://en.wikipedia.org/wiki/Megan_Mullally	needed to
